Created Date,Record Number,Record Type,Status,Address,Property/Project Name,Description,Expiration Date,Column 1,Column 2
10/14/2025,005488-25PA,Building & Land Use Pre-Application,Completed,1300    1ST  AVE   SEATTLE,,SOUTH LOBBY RENOVATION,,,
10/14/2025,005473-25PA,Building & Land Use Pre-Application,Completed,6839    16TH  AVE  NE  SEATTLE,Garage DADU,The project is proposing a 359sf DADU above the existing Garage,,,
10/14/2025,005486-25PA,Building & Land Use Pre-Application,Completed,510    6TH  AVE  S  SEATTLE,St Paul Medical Clinic,"Full plan review requiredmove and replace existing steel securityshutters at ground level of (e) st paul medicalclinic, located in (e) fujisada building  to deterunauthorized and unsanitary use of recessedexterior spaces adjacent to the publicright-of-way. this modificationis intended to mitigate unsanitary conditionscurrently affecting the clinic, occupants of thespace and the public. no change tooccupancy.",,,
10/14/2025,005472-25PA,Building & Land Use Pre-Application,Completed,1700  R  S  DONOVAN  ST   SEATTLE,26kV Donovan Duwamish River Crossing,"The local in-city electrical grid requires a connection between the westside (City of Seattle) and eastside (City of Tukwila) to meet energy demands, including forecasts for large increases in electricity usage, and a corresponding need for greater reliability of that electricity. Prior to 2003, an in-kind circuit provided connectivity via an overhead line, however attempts to reconstruct that line were stymied by a variety of factors. Electrification of fossil fuel power has already begun in the south Seattle area, and larger circuits with multiple paths of delivery, as provided by this circuit, are necessary to continue reducing fossil fuel use and to meet growing demands for clean energy. The project proposes installation of these circuits below the Duwamish River using trenchless methods, specifically (horizontal directional drilling [HDD]). This method avoids interference with other uses of the river (navigation, industry, habitat), and many potential environmental risks. The project will install three circuits beneath the Duwamish River between two Boeing owned properties (1) South Park property on the west and (2) Thompson/Isaacson property on the east. Practically and economically, the circuits must be installed beneath the river using trenchless construction techniques (HDD) because overhead placement of the circuits is not possible within the height restrictions imposed by the U.S. Coast Guard, U.S. Army Corps of Engineers (USACE), and Federal Aviation Administration. Open-cut installation beneath the riverbed is not practical from a construction standpoint, and would be too environmentally disruptive, with a high degree of risk. The lines must also be greater than 10 feet below the authorized dredge depth (-15 feet MLLW or -17.33 NAVD 88) to accommodate USACE dredging of the waterway, and to meet safety and engineering requirements.  The crossing includes three circuits that will be placed in three 32-inch diameter HDPE or PVC casing pipes. Once the casings are in place, a conduit bundle consisting of six 6-inch PVC conduit and one 4-inch conduit will be sliplined inside the casing. The conduit bundles will terminate at the HDD pit at each end. Connections will be established from the HDD pits to the existing grid within adjacent road rights-of-way, utilizing either overhead or underground routes. All connections will be situated entirely in upland areas.",,,
10/14/2025,005469-25PA,Building & Land Use Pre-Application,Completed,1621    12TH  AVE   SEATTLE,,"Construct non-structural alterations to Suite 102 (KHA Bar) in existing commercial building, subject-to-field inspection (STFI).",,,
10/13/2025,005459-25PA,Building & Land Use Pre-Application,Completed,3047    23RD  AVE  W  SEATTLE,Front Yard Grading Project,The front yard has erosion on a steep slope. This project is to redefine the area with retaining walls and steps to protect the house and guests.,,,
10/13/2025,005451-25PA,Building & Land Use Pre-Application,Completed,1715    VICTORIA  AVE  SW  SEATTLE,Yipp Victoria,"Renovate and expand existing SFR. Convert existing detached garage to DADU, expand existing structure.",,,
10/13/2025,005457-25PA,Building & Land Use Pre-Application,Completed,4800    SAND POINT  WAY  NE  SEATTLE,OA.6.134 MRI Replacement,"Construct alterations to Wing A of Ocean building, level 6. Includes replacement of MRI equipment.",,,
10/13/2025,005447-25PA,Building & Land Use Pre-Application,Completed,2013   NW  64th  ST,BAL 2013 ULS,Obtain an LU number for the ULS application,,,
10/13/2025,005455-25PA,Building & Land Use Pre-Application,Completed,323   W  DRAVUS  ST   SEATTLE,,5-Unit ULS,,,
10/13/2025,005442-25PA,Building & Land Use Pre-Application,Completed,2940    6TH  AVE  S  SEATTLE,Sherwin Williams 708156 Seattle WA,This permit is and TI only regarding the pallet racking inside and existing Sherwin Williams paint store.All racks are the 10’ tall pallet racks.   Most sections are set for pallet with 2 levels.   13 sections are going to be set for handstack with 3 shelf levels but the same racking,,,
10/13/2025,005445-25PA,Building & Land Use Pre-Application,Completed,503   N  77TH  ST   SEATTLE,PR 504 ULS,Obtain an LU number to for the ULS application,,,
10/13/2025,005456-25PA,Building & Land Use Pre-Application,Completed,319   W  DRAVUS  ST   SEATTLE,,5-Unit ULS,,,
10/13/2025,005460-25PA,Building & Land Use Pre-Application,Completed,548   S  DONOVAN  ST   SEATTLE,548 Donovan DADU,Construct 2 DADU's that share a common wall like a duplex on a property with an existing single family residence. This will create 2 units but only add one structure.,,,
10/13/2025,005444-25PA,Building & Land Use Pre-Application,Completed,12523    39th  AVE  NE,Cedar Park Homes East ULS,Unit Lot Subdivision needs an LU number,,,
10/13/2025,005446-25PA,Building & Land Use Pre-Application,Completed,504   N  76TH  ST   SEATTLE,PH 504 ULS,Obtain an LU number for ULS submittal,,,
10/13/2025,005466-25PA,Building & Land Use Pre-Application,Completed,412   W  MERCER  ST   SEATTLE,Unit rehab,"Renovating apartment unit. New flooring, paint, texture, new lighting, tile in the shower mirrors, doors, cabinets, counter tops, appliances. Door hardware.",,,
10/13/2025,005450-25PA,Building & Land Use Pre-Application,Completed,11552    3RD  AVE  NW,BV11552 ULS,Obtain an LU number for ULS application,,,
10/13/2025,005463-25PA,Building & Land Use Pre-Application,Completed,400    4TH  AVE  W  SEATTLE,Master Use Permit,"New construction, 10 story apartment w/ parking below grade.  PASV/Site Visit Completed in June already (under #003002-25PA).",,,
10/13/2025,005452-25PA,Building & Land Use Pre-Application,In Process,4220    PHINNEY  AVE  N  SEATTLE,RB Guard Booth,Guard Booth,,,
10/13/2025,005461-25PA,Building & Land Use Pre-Application,Completed,1119   NW  LEARY  WAY   SEATTLE,U-Haul Ballard,"Performance Abatement Services will be performing asbestos abatement prior to performing a full building demolition of the existing U-Haul building. Upon completion of abatement & demo, Dahlgren Industrial will build a new U-Haul building back. Parcel number on the King County Assessor website did not match parcel numbers at the beginning of this application.",,,
10/13/2025,005468-25PA,Building & Land Use Pre-Application,Completed,8532    31ST  AVE  NW  SEATTLE,Updates to 8532,"Construct alterations to existing single family residence, subject-to-field inspection (STFI).",,,
10/13/2025,005453-25PA,Building & Land Use Pre-Application,Additional Info Requested,4815    BEACH  DR  SW  SEATTLE,Stein STFI,"Construct interior alterations to existing single family residence, subject-to-field inspection (STFI).",,,
10/11/2025,005435-25PA,Building & Land Use Pre-Application,Completed,6014    31ST  AVE  S  SEATTLE,,ADDING TWO SINGLE FAMILY REISIDENCES,,,
10/11/2025,005436-25PA,Building & Land Use Pre-Application,Completed,1003    5TH  AVE  N  SEATTLE,Off-Grid Solar Panel on South Wall,Mounting 3  440 watt solar panels on the side of the house   Mounting them almost vertically  (78 degrees) along the side of the house.  No part of panels exceeds 5 foot setback.,,,
10/11/2025,005434-25PA,Building & Land Use Pre-Application,Completed,10404    CALIFORNIA  AVE  SW  SEATTLE,,ADDING TWO MORE RESIDENTIAL UNITS TO EXISTING LOT,,,
10/10/2025,005427-25PA,Building & Land Use Pre-Application,Completed,36   W  DRAVUS  ST   SEATTLE,,6-unit ULS,,,
10/10/2025,005421-25PA,Building & Land Use Pre-Application,Completed,3318  A   CLAREMONT  AVE  S  SEATTLE,,Construct (2) TH with (1) garage and (1) open parking stall,,,
10/10/2025,005429-25PA,Building & Land Use Pre-Application,Completed,4036    23RD  AVE  W  SEATTLE,Lucy's BS Change of Use,We are applying for a change of use permit for an existing retail/mercantile space to change into a bar (beer and wine only.,,,
10/10/2025,005432-25PA,Building & Land Use Pre-Application,Completed,2327   N  117TH  ST   SEATTLE,JS Homes NW - 117th,"Construction of four single family houses, and demolition of existing home.",,,
10/10/2025,005413-25PA,Building & Land Use Pre-Application,Completed,4217    50TH  AVE  S  SEATTLE,,"Demo existing structure. Develop 4 units on a split zone lot (NC1-40 and NR3)			""",,,
10/10/2025,005410-25PA,Building & Land Use Pre-Application,Completed,7756    21ST  AVE  NW,jwa764 - Lot 29 Townhomes,CONSTRUCT (2) NEW UNITS BEHIND SFR UNDER SEPARATE PERMIT WITH (2) PARKING STALLS,,,
10/10/2025,005426-25PA,Building & Land Use Pre-Application,Completed,34   W  DRAVUS  ST   SEATTLE,,4-unit ULS,,,
10/10/2025,005411-25PA,Building & Land Use Pre-Application,Completed,7750    21ST  AVE  NW,jwa764 - Lot 28 Townhomes,CONSTRUCT (2) NEW UNITS BEHIND SFR UNDER SEPARATE PERMIT WITH (2) PARKING STALLS,,,
10/10/2025,005420-25PA,Building & Land Use Pre-Application,Completed,128   S  ORCAS  ST   SEATTLE,Master Use Permit,Demolition of Existing (2) Structures for Vehicle Storage and Maintenance Use.,,,
10/10/2025,005423-25PA,Building & Land Use Pre-Application,Completed,7054    32nd  AVE  S,Evan Benjamin,"We are removing rotten structural and replacing with 'C"" channel structural beam. Framing above beam",,,
10/10/2025,005428-25PA,Building & Land Use Pre-Application,Completed,42   W  DRAVUS  ST   SEATTLE,,7-unit ULS,,,
10/10/2025,005418-25PA,Building & Land Use Pre-Application,Completed,1820   N  45TH  ST   SEATTLE,Master Use Permit,Proposed project is a 7-story mixed-use apartment building.,,,
10/10/2025,005412-25PA,Building & Land Use Pre-Application,Completed,1309   N  80TH  ST   SEATTLE,,Construct four dwelling units with parking. Demolish existing structure.,,,
10/10/2025,005422-25PA,Building & Land Use Pre-Application,Completed,9601    12TH  AVE  NW  SEATTLE,12th Ave ADUs,"Removal of detached garage, construction of (2) new detached accessory dwelling units and associated gravel drive.",,,
10/10/2025,005433-25PA,Building & Land Use Pre-Application,In Process,5047   SW  97TH  ST   SEATTLE,Site Access Improvements,"*PASV required"" *Convert to Grading permit**Site access improvements; replace portion of existing concrete driveway and turnaround and install new fences and gates to accommodate new street turnaround under separate SDOT SIP permit.",,,
10/09/2025,005393-25PA,Building & Land Use Pre-Application,Completed,5228    37TH  AVE  NE  SEATTLE,Albano - Foundation Repair,Underpinning existing foundation. No change in footprint,,,
10/09/2025,005387-25PA,Building & Land Use Pre-Application,Completed,5402    20TH  AVE  S  SEATTLE,2530,"Existing SFR to remain, no work. Construct pre-approved DADU per plans.  New plus replaced hard surface less than 750sf.",,,
10/09/2025,005405-25PA,Building & Land Use Pre-Application,Completed,2153   N  63rd  ST,Jourdain-Song Demolition,"Demolish existing single family home and detached garage to be replaced with new single family home, garage, and detached accessory dwelling unit.",,,
10/09/2025,005404-25PA,Building & Land Use Pre-Application,Reviews Completed,1516   N  100TH  ST   SEATTLE,,Construct 4 new Single Family Residences. Existing SFR to be demolished. Future Unit Lot Subdivision,,,
10/09/2025,005388-25PA,Building & Land Use Pre-Application,Completed,5952    46TH  AVE  SW  SEATTLE,Stuart Tuff Shed,Detached Storage Non-HabitableNo waterNo electric,,,
10/09/2025,005400-25PA,Building & Land Use Pre-Application,Completed,756   N  91ST  ST   SEATTLE,756 2 SFR,Constructin two new SFRs on the East portion of lot with existing SFR.,,,
10/09/2025,005403-25PA,Building & Land Use Pre-Application,In Process,13321    3RD  AVE  NE  SEATTLE,,"Build (4) New SFRs w/ attached garages per plan, Existing SFR to be demolished",,,
10/09/2025,005396-25PA,Building & Land Use Pre-Application,Completed,1107    39TH  AVE  E  SEATTLE,,Demolition of an existing single-family residence and construction of a new single-family residence and related site work,,,
10/09/2025,005397-25PA,Building & Land Use Pre-Application,Completed,2634    FRANKLIN  AVE  E  SEATTLE,Mara Bella Condominium Stairs/ Walkway Renovation,Replace the damaged elements and install new stairs and walkway along with landscaping improvements.,,,
10/09/2025,005394-25PA,Building & Land Use Pre-Application,Completed,308    15TH  AVE   SEATTLE,Underwood Fondation Repair Neighbor,"Encroachment permit for Underwood Foundation Repair project. Tiebacks will extend into this property, but no active work is being done on this property.",,,
10/09/2025,005398-25PA,Building & Land Use Pre-Application,Completed,2101   NW  77TH  ST   SEATTLE,Loyal Heights CC Renovation,"Renovation of Loyal Heights Community Center, including reroofing, structural stabilization, decarbonization, and program improvements.",,,
10/09/2025,005401-25PA,Building & Land Use Pre-Application,Completed,345    BOREN  AVE  N  SEATTLE,392_P742101,INSTALL NEW DEMISING WALL AND DOOR IN EXISTING CONTROL ROOM TO SEPERATE EXISTING SERVERS FROM THE EXISTING CONTROL AREA ON THE 10TH FLOOR.,,,
10/09/2025,005389-25PA,Building & Land Use Pre-Application,Completed,2801    ALASKAN  WAY   SEATTLE,*full plan review required* 70 & Sunny Coffee Co.,"The proposed project involves re-establishing occupancy and use of an existing coffee shop that has remained vacant for several years. The scope of work is limited to non-structural, cosmetic improvements to both the interior and exterior of the premises, including surface refinishing, painting, and minor aesthetic updates. No alterations to the building’s structure, systems, or footprint are proposed as part of this permit application.",,,
